searge, name
field_151581_o, FIRE
field_151582_l, VINE
field_151583_m, SPONGE
field_151584_j, LEAVES
field_151585_k, PLANTS
field_151586_h, WATER
field_151587_i, LAVA
field_151588_w, ICE
field_151589_v, CORAL
field_151590_u, TNT
field_151591_t, REDSTONE_LIGHT
field_151592_s, GLASS
field_151593_r, CARPET
field_151594_q, CIRCUITS
field_151595_p, SAND
field_151596_z, CRAFTED_SNOW
field_151597_y, SNOW
field_151598_x, PACKED_ICE
field_151602_b, levels
field_151603_a, noiseLevels
field_151608_f, p
field_151609_g, F2
field_151610_d, zo
field_151611_e, grad3
field_151612_b, xo
field_151613_c, yo
field_151614_a, SQRT_3
field_151615_h, G2
field_151620_f, iceBiomes
field_151621_d, mediumBiomes
field_151622_e, coldBiomes
field_151623_c, warmBiomes
field_151627_c, mode
field_151628_d, riverLayer
field_151629_c, LOGGER
field_151645_D, RED
field_151646_E, BLACK
field_151647_F, GOLD
field_151648_G, DIAMOND
field_151649_A, BLUE
field_151650_B, BROWN
field_151651_C, GREEN
field_151652_H, LAPIS
field_151653_I, EMERALD
field_151654_J, OBSIDIAN
field_151655_K, NETHERRACK
field_151656_f, TNT
field_151657_g, ICE
field_151658_d, SAND
field_151659_e, CLOTH
field_151660_b, AIR
field_151661_c, GRASS
field_151662_n, WATER
field_151663_o, WOOD
field_151664_l, DIRT
field_151665_m, STONE
field_151666_j, SNOW
field_151667_k, CLAY
field_151668_h, IRON
field_151669_i, FOLIAGE
field_151670_w, GRAY
field_151671_v, PINK
field_151672_u, LIME
field_151673_t, YELLOW
field_151674_s, LIGHT_BLUE
field_151675_r, MAGENTA
field_151676_q, ADOBE
field_151677_p, QUARTZ
field_151678_z, PURPLE
field_151679_y, CYAN
field_151680_x, SILVER
field_151687_a, LOGGER
field_152110_j, playerProfile
field_152118_bv, chickenJockey
field_152176_i, serverResourcePacks
field_152177_g, time
field_152350_aA, skinManager
field_152351_aB, scheduledTasks
field_152352_aC, thread
field_152354_ay, mojangLogo
field_152355_az, sessionService
field_152356_J, twitchDetails
field_152364_T, authService
field_152365_W, profileRepo
field_152366_X, profileCache
field_152367_a, USER_CACHE_FILE
field_152381_e, GRAD_X
field_152382_f, GRAD_Y
field_152383_g, GRAD_Z
field_152384_h, GRAD_2X
field_152385_i, GRAD_2Z
field_152395_am, keyBindFullscreen
field_152425_c, SESSION_TYPES
field_152426_d, sessionType
field_152429_d, sessionType
field_152434_e, cacheFile
field_152451_a, INFINITE
field_152452_b, max
field_152453_c, read
field_152463_r, isEncrypted
field_152478_a, LOGGER
field_152499_c, direction
field_152500_c, direction
field_152587_j, resourceMode
field_152594_d, motd
field_152613_a, FILE_PLAYERBANS
field_152614_b, FILE_IPBANS
field_152615_c, FILE_OPS
field_152616_d, FILE_WHITELIST
field_152642_a, value
field_152645_a, permissionLevel
field_152659_a, DATE_FORMAT
field_152660_b, gson
field_152661_c, usernameToProfileEntryMap
field_152662_d, uuidToProfileEntryMap
field_152663_e, gameProfiles
field_152665_g, usercacheFile
field_152666_h, TYPE
field_152672_b, gameProfile
field_152673_c, expirationDate
field_152693_a, LOGGER
field_152694_b, gson
field_152695_c, saveFile
field_152696_d, values
field_152697_e, lanServer
field_152698_f, USER_LIST_ENTRY_TYPE
field_152728_a, OLD_IPBAN_FILE
field_152729_b, OLD_PLAYERBAN_FILE
field_152730_c, OLD_OPS_FILE
field_152731_d, OLD_WHITELIST_FILE
field_152732_e, LOGGER
field_152773_a, snooperStats
field_152774_b, clientStats
field_152775_d, combatStartTime
field_152776_e, combatEndTime
field_152783_a, LOGGER
field_152784_b, resourceMap
field_152785_b, IS_STANDALONE
field_152794_b, THREAD_POOL
field_152795_c, textureManager
field_152796_d, skinCacheDir
field_152797_e, sessionService
field_152798_f, skinCacheLoader
field_153196_B, logText
field_153197_d, nvidia
field_153198_e, GL_FRAMEBUFFER
field_153199_f, GL_RENDERBUFFER
field_153200_g, GL_COLOR_ATTACHMENT0
field_153201_h, GL_DEPTH_ATTACHMENT
field_153202_i, GL_FRAMEBUFFER_COMPLETE
field_153203_j, GL_FB_INCOMPLETE_ATTACHMENT
field_153204_k, GL_FB_INCOMPLETE_MISS_ATTACH
field_153205_l, GL_FB_INCOMPLETE_DRAW_BUFFER
field_153206_m, GL_FB_INCOMPLETE_READ_BUFFER
field_153207_o, GL_LINK_STATUS
field_153208_p, GL_COMPILE_STATUS
field_153209_q, GL_VERTEX_SHADER
field_153210_r, GL_FRAGMENT_SHADER
field_153211_u, extBlendFuncSeparate
field_153212_w, framebufferType
field_153213_x, shadersAvailable
field_153214_y, arbShaders
field_153215_z, arbMultitexture
field_154318_o, realmsButton
field_154330_a, proxy
field_154332_n, eula
field_154340_k, selectionList
field_154349_a, LOG
field_154350_b, eulaFile
field_154351_c, acceptedEULA
field_155771_h, LOGGER
field_164003_c, threadName
field_164004_h, THREAD_ID
field_164005_h, LOGGER
field_164248_b, LOGGER
field_164249_a, SERVER_GUI_FONT
field_164439_d, LOGGER
field_164440_a, LOGGER
field_174835_g, isOutsideBorder
field_174836_a, ZERO_AABB
field_174837_as, cmdResultStats
field_174839_a, oSize
field_174840_a, item
field_174841_aA, yOffset
field_174842_aB, renderManager
field_174843_ax, target
field_174844_a, entity
field_174847_a, sourceState
field_174848_a, RANDOM
field_174849_az, particleTypes
field_174850_ay, lifetime
field_174851_a, attachedEntity
field_174852_ax, age
field_174853_f, inTile
field_174854_a, inGround
field_174860_b, facingDirection
field_174861_a, hangingPosition
field_174879_c, pos
field_174883_i, stats
field_174895_b, dataValues
field_174896_a, guiID
field_174900_c, lastPosition
field_174901_a, code
field_174905_l, totalCookTime
field_174906_k, cookTime
field_174909_f, beamSegments
field_174913_f, RNG
field_174924_c, inventoryHeight
field_174931_f, pistonFacing
field_174932_a, pistonState
field_174934_k, guardian
field_174938_d, blurLast
field_174939_e, mipmapLast
field_174940_b, blur
field_174941_c, mipmap
field_174945_f, LOCATION_MISSING_TEXTURE
field_174946_m, iconCreator
field_174947_f, LOGGER
field_174948_g, textureLocation
field_174949_h, listTextures
field_174950_i, listDyeColors
field_174955_d, defaultModel
field_174956_b, texMap
field_174957_c, modelProvider
field_174958_a, modelRegistry
field_174987_D, frustumUpdatePosZ
field_174988_E, frustumUpdatePosChunkX
field_174989_F, frustumUpdatePosChunkY
field_174990_G, frustumUpdatePosChunkZ
field_174991_A, entityOutlineShader
field_174992_B, frustumUpdatePosX
field_174993_C, frustumUpdatePosY
field_174994_L, lastViewEntityYaw
field_174995_M, renderDispatcher
field_174996_N, renderContainer
field_174997_H, lastViewEntityX
field_174998_I, lastViewEntityY
field_174999_J, lastViewEntityZ
field_175000_K, lastViewEntityPitch
field_175001_U, debugFixedClippingHelper
field_175002_T, debugFixTerrainFrustum
field_175003_W, debugTerrainFrustumPosition
field_175004_V, debugTerrainMatrix
field_175005_X, vboEnabled
field_175006_g, FORCEFIELD_TEXTURES
field_175007_a, renderChunkFactory
field_175008_n, viewFrustum
field_175009_l, chunksToUpdate
field_175010_j, renderManager
field_175011_u, sky2VBO
field_175012_t, skyVBO
field_175013_s, starVBO
field_175014_r, vertexBufferFormat
field_175015_z, entityOutlineFramebuffer
field_175024_d, chestRenderer
field_175025_e, fluidRenderer
field_175027_c, blockModelRenderer
field_175028_a, blockModelShapes
field_175057_n, textureManager
field_175058_l, notRenderingEffectsInGUI
field_175059_m, itemModelMesher
field_175073_D, drawBlockOutline
field_175074_C, renderHand
field_175075_L, torchFlickerDX
field_175076_N, rainXCoords
field_175077_O, rainYCoords
field_175078_W, debugView
field_175079_V, debugViewDirection
field_175080_Q, fogColorRed
field_175081_S, fogColorBlue
field_175082_R, fogColorGreen
field_175083_ad, useShader
field_175084_ae, frameCount
field_175091_e, gameProfile
field_175092_e, pingSentAt
field_175107_d, profile
field_175118_f, patterns
field_175119_g, patternDataSet
field_175120_a, baseColor
field_175121_j, patternResourceLocation
field_175122_h, patternList
field_175123_i, colorList
field_175125_b, displayName
field_175126_a, guiID
field_175127_b, position
field_175128_a, world
field_175129_b, position
field_175130_a, world
field_175132_d, fallTile
field_175152_f, xpSeed
field_175153_bG, hasReducedDebug
field_175157_a, playerInfo
field_175164_bL, lastReportedYaw
field_175165_bM, lastReportedPitch
field_175166_bJ, lastReportedPosY
field_175167_bK, lastReportedPosZ
field_175168_bP, positionUpdateTicks
field_175169_bQ, hasValidHealth
field_175170_bN, serverSneakState
field_175171_bO, serverSprintState
field_175172_bI, lastReportedPosX
field_175189_D, lastPlayerHealth
field_175190_E, lastSystemTime
field_175191_F, healthUpdateCounter
field_175192_A, titleDisplayTime
field_175193_B, titleFadeOut
field_175194_C, playerHealth
field_175195_w, titlesTimer
field_175196_v, overlayPlayerList
field_175197_u, spectatorGui
field_175198_t, overlayDebug
field_175199_z, titleFadeIn
field_175200_y, displayedSubTitle
field_175201_x, displayedTitle
field_175204_i, id
field_175208_g, id
field_175209_y, validator
field_175210_x, guiResponder
field_175214_q, guiResponder
field_175215_p, localizationStr
field_175216_o, value
field_175222_u, formatHelper
field_175223_t, responder
field_175224_s, max
field_175225_r, min
field_175226_q, name
field_175227_p, sliderPosition
field_175228_o, isMouseDown
field_175231_o, locked
field_175234_p, playerModelParts
field_175241_f, fontRenderer
field_175242_a, mc
field_175250_f, mc
field_175251_g, guiIngame
field_175252_a, ENTRY_ORDERING
field_175253_j, lastTimeOpened
field_175254_k, isBeingRendered
field_175255_h, footer
field_175256_i, header
field_175267_f, WIDGETS
field_175268_g, mc
field_175269_a, SPECTATOR_WIDGETS
field_175270_h, lastSelectionTime
field_175271_i, menu
field_175284_f, PROTOCOLS
field_175285_g, NEWLINE_SPLITTER
field_175286_t, clickedLinkURI
field_175287_a, LOGGER
field_175289_s, changed
field_175298_s, listLines
field_175300_s, savedGameMode
field_175310_f, PRESETS
field_175311_g, list
field_175312_t, listText
field_175313_s, shareText
field_175314_r, parent
field_175315_a, title
field_175316_h, select
field_175317_i, export
field_175332_D, numberFilter
field_175333_f, subtitle
field_175334_E, defaultSettings
field_175335_g, pageTitle
field_175336_F, settings
field_175337_G, random
field_175338_A, settingsModified
field_175339_B, confirmMode
field_175340_C, confirmDismissed
field_175341_a, title
field_175342_h, pageNames
field_175343_i, parent
field_175344_w, nextPage
field_175345_v, previousPage
field_175346_u, defaults
field_175347_t, randomize
field_175348_s, done
field_175349_r, list
field_175350_z, presets
field_175351_y, cancel
field_175352_x, confirm
field_175353_i, textHeight
field_175356_r, lockButton
field_175357_i, difficultyButton
field_175360_f, title
field_175361_a, parentScreen
field_175372_K, realmsButton
field_175374_h, RANDOM
field_175376_w, playerInventory
field_175377_u, dispenserInventory
field_175379_F, playerInventory
field_175380_I, nameable
field_175383_v, playerInventory
field_175384_v, playerInventory
field_175386_A, cachedComponents
field_175387_B, cachedPage
field_175389_t, trackOutput
field_175390_s, outputBtn
field_175401_bS, spectatingEntity
field_175429_f, DEFAULT_RIGHTLEG_ROTATION
field_175431_d, DEFAULT_RIGHTARM_ROTATION
field_175432_e, DEFAULT_LEFTLEG_ROTATION
field_175433_b, DEFAULT_BODY_ROTATION
field_175434_c, DEFAULT_LEFTARM_ROTATION
field_175435_a, DEFAULT_HEAD_ROTATION
field_175436_h, canInteract
field_175437_i, punchCooldown
field_175438_bj, leftArmRotation
field_175439_bk, rightArmRotation
field_175440_bl, leftLegRotation
field_175441_bm, rightLegRotation
field_175442_bg, disabledSlots
field_175443_bh, headRotation
field_175444_bi, bodyRotation
field_175450_e, VISIBLE_MOB_SELECTOR
field_175452_bi, wasOnGround
field_175459_bn, angerTargetUUID
field_175460_b, summonSilverfish
field_175478_bn, targetedEntity
field_175479_bo, clientSideAttackTime
field_175480_bp, clientSideTouchedGround
field_175481_bq, wander
field_175482_b, clientSideTailAnimation
field_175483_bk, clientSideTailAnimationSpeed
field_175484_c, clientSideTailAnimationO
field_175485_bl, clientSideSpikesAnimation
field_175486_bm, clientSideSpikesAnimationO
field_175494_bm, droppedSkulls
field_175497_b, lifetime
field_175498_c, playerSpawned
field_175502_b, forcedAge
field_175503_c, forcedAgeTimer
field_175504_a, growingAge
field_175506_bl, spawnableBlock
field_175514_bm, DYE_TO_RGB
field_175535_bn, jumpDuration
field_175537_bp, wasOnGround
field_175538_bq, currentMoveTypeDuration
field_175540_bm, jumpTicks
field_175541_bs, carrotTicks
field_175545_bm, avoidEntity
field_175548_d, name
field_175560_bz, villagerInventory
field_175561_bA, DEFAULT_TRADE_LIST_MAP
field_175562_bw, careerLevel
field_175563_bv, careerId
field_175564_by, areAdditionalTasksSet
field_175565_bs, isWillingToMate
field_175575_g, resultStats
field_175588_P, resourcePackHash
field_175589_i, futureTaskQueue
field_175590_aa, serverThread
field_175591_ab, currentTime
field_175612_E, renderChunksMany
field_175616_W, renderManager
field_175617_aL, modelManager
field_175618_aM, blockRenderDispatcher
field_175619_R, enableGLErrorChecking
field_175620_Y, itemRenderer
field_175621_X, renderItem
field_175622_Z, renderViewEntity
field_175728_M, worldBorder
field_175729_l, entitiesById
field_175730_i, tickableTileEntities
field_175740_d, villageSiege
field_175741_N, entitiesByUuid
field_175742_R, entitySpawner
field_175743_a, delegate
field_175747_C, colorIndex
field_175748_y, name
field_175774_a, LOGGER
field_175785_a, SHORTCUTS
field_175790_d, wasCreated
field_175791_c, processed
field_175800_f, spacing
field_175801_g, separation
field_175802_d, WATER_BIOMES
field_175803_h, MONUMENT_ENEMIES
field_175822_f, WATER
field_175823_g, GRIDROOM_SOURCE_INDEX
field_175824_d, DOT_DECO_DATA
field_175825_e, SEA_LANTERN
field_175826_b, BRICKS_PRISMARINE
field_175827_c, DARK_PRISMARINE
field_175828_a, ROUGH_PRISMARINE
field_175829_j, GRIDROOM_RIGHTWING_CONNECT_INDEX
field_175830_k, roomDefinition
field_175831_h, GRIDROOM_TOP_CONNECT_INDEX
field_175832_i, GRIDROOM_LEFTWING_CONNECT_INDEX
field_175833_o, mainDesign
field_175834_o, mainDesign
field_175843_q, childPieces
field_175844_p, coreRoom
field_175845_o, sourceRoom
field_175901_b, layerMaterial
field_175902_a, version
field_175907_a, tallGrassState
field_175908_a, block
field_175910_d, water
field_175911_b, sandSlab
field_175912_c, sandstone
field_175913_a, IS_SAND
field_175915_b, state
field_175916_b, SPAWNERTYPES
field_175918_a, LOGGER
field_175919_c, predicate
field_175920_a, oreBlock
field_175943_g, trunkSize
field_175944_d, branchSlope
field_175945_e, scaleWidth
field_175946_l, world
field_175947_m, basePos
field_175948_j, foliageCoords
field_175949_k, rand
field_175950_h, heightLimitLimit
field_175962_f, scanIndex
field_175963_d, claimed
field_175964_e, isSource
field_175965_b, connections
field_175966_c, hasOpening
field_175967_a, index
field_175972_I, BARRIER
field_175973_g, settings
field_176076_D, GL_OPERAND2_RGB
field_176077_E, GL_COMBINE_ALPHA
field_176078_F, GL_SOURCE0_ALPHA
field_176079_G, GL_SOURCE1_ALPHA
field_176080_A, GL_SOURCE2_RGB
field_176081_B, GL_OPERAND0_RGB
field_176082_C, GL_OPERAND1_RGB
field_176083_O, vboSupported
field_176084_H, GL_SOURCE2_ALPHA
field_176085_I, GL_OPERAND0_ALPHA
field_176086_J, GL_OPERAND1_ALPHA
field_176087_K, GL_OPERAND2_ALPHA
field_176088_V, arbTextureEnvCombine
field_176089_P, GL_ARRAY_BUFFER
field_176090_Y, arbVbo
field_176091_w, GL_PREVIOUS
field_176092_v, GL_CONSTANT
field_176093_u, GL_PRIMARY_COLOR
field_176094_t, GL_INTERPOLATE
field_176095_s, GL_COMBINE
field_176096_r, GL_TEXTURE2
field_176097_z, GL_SOURCE1_RGB
field_176098_y, GL_SOURCE0_RGB
field_176099_x, GL_COMBINE_RGB
field_176103_f, minY
field_176104_g, maxX
field_176105_d, isDirty
field_176106_e, minX
field_176108_h, maxY
field_176109_i, tick
field_176114_d, rotation
field_176115_b, x
field_176116_c, y
field_176146_D, borderSize
field_176147_E, borderSizeLerpTime
field_176148_F, borderSizeLerpTarget
field_176149_G, borderSafeZone
field_176150_A, difficultyLocked
field_176151_B, borderCenterX
field_176152_C, borderCenterZ
field_176153_H, borderDamagePerBlock
field_176154_I, borderWarningDistance
field_176155_J, borderWarningTime
field_176156_a, DEFAULT_DIFFICULTY
field_176157_p, cleanWeatherTime
field_176158_z, difficulty
field_176165_d, entitySizeY
field_176166_e, entitySizeZ
field_176167_b, pointMap
field_176168_c, entitySizeX
field_176169_a, blockaccess
field_176180_f, canEnterDoors
field_176181_g, canOpenDoors
field_176183_h, avoidsWater
field_176184_i, canSwim
field_176190_c, nodeProcessor
field_176227_L, blockState
field_176228_M, defaultBlockState
field_176229_d, BLOCK_STATE_IDS
field_176230_a, AIR_ID
field_176236_b, CHECK_DECAY
field_176237_a, DECAYABLE
field_176239_P, VARIANT
field_176240_P, VARIANT
field_176241_b, NORTH
field_176242_M, EAST
field_176243_N, SOUTH
field_176244_O, WEST
field_176245_a, COLOR
field_176246_a, EXPLODE
field_176247_a, VARIANT
field_176248_b, DEFAULT_META
field_176249_a, VARIANT
field_176250_M, MOSSY_META
field_176251_N, CRACKED_META
field_176252_O, CHISELED_META
field_176254_b, NORTH
field_176255_P, VARIANT
field_176256_a, UP
field_176257_M, EAST
field_176258_N, SOUTH
field_176259_O, WEST
field_176263_b, POWERED
field_176264_a, FACING
field_176265_M, ATTACHED
field_176273_b, NORTH
field_176274_P, ALL_FACES
field_176277_a, UP
field_176278_M, EAST
field_176279_N, SOUTH
field_176280_O, WEST
field_176283_b, OPEN
field_176284_a, FACING
field_176285_M, HALF
field_176289_Q, SOUTH
field_176291_P, EAST
field_176292_R, WEST
field_176293_a, POWERED
field_176294_M, ATTACHED
field_176295_N, DISARMED
field_176296_O, NORTH
field_176297_a, TYPE
field_176298_M, AXIS
field_176299_a, LOG_AXIS
field_176300_b, VARIANT
field_176301_b, VARIANT
field_176308_b, HALF
field_176309_a, FACING
field_176310_M, SHAPE
field_176313_a, WET
field_176315_a, LAYERS
field_176320_b, EXTENDED
field_176325_b, TYPE
field_176327_M, SHORT
field_176330_a, COLOR
field_176331_b, ROUGH_META
field_176332_a, VARIANT
field_176333_M, BRICKS_META
field_176334_N, DARK_META
field_176335_a, VARIANT
field_176336_a, TYPE
field_176347_b, EAST
field_176348_a, NORTH
field_176349_M, SOUTH
field_176350_N, WEST
field_176351_O, POWER
field_176355_a, AGE
field_176359_b, POWERED
field_176360_a, FACING
field_176367_b, LEVEL
field_176378_a, VARIANT
field_176379_b, smallBlock
field_176380_a, VARIANT
field_176382_a, FACING
field_176383_a, VARIANT
field_176384_a, SNOWY
field_176385_b, SNOWY
field_176386_a, VARIANT
field_176387_N, FACING
field_176393_b, snowmanPattern
field_176394_a, snowmanBasePattern
field_176395_M, golemBasePattern
field_176396_O, golemPattern
field_176410_b, DELAY
field_176411_a, LOCKED
field_176412_a, FACING
field_176413_a, ROTATION
field_176417_b, NODROP
field_176418_a, FACING
field_176419_M, IS_WITHER_SKELETON
field_176420_N, witherBasePattern
field_176421_O, witherPattern
field_176425_b, TYPE
field_176426_a, FACING
field_176429_b, ENABLED
field_176430_a, FACING
field_176432_a, HAS_RECORD
field_176434_a, INSTRUMENTS
field_176435_b, inverted
field_176436_a, POWER
field_176437_a, FACING
field_176440_b, TRIGGERED
field_176441_a, FACING
field_176443_b, CONTENTS
field_176444_a, LEGACY_DATA
field_176447_a, FACING
field_176448_b, ROTATION
field_176449_a, FACING
field_176451_a, HAS_BOTTLE
field_176459_a, FACING
field_176463_b, MODE
field_176464_a, POWERED
field_176465_b, POWERED
field_176466_a, OPEN
field_176467_M, IN_WALL
field_176471_b, OCCUPIED
field_176472_a, PART
field_176479_b, STAGE
field_176480_a, TYPE
field_176483_b, FACING
field_176484_a, AGE
field_176486_a, AGE
field_176488_a, AGE
field_176492_b, HALF
field_176493_a, VARIANT
field_176496_a, type
field_176497_a, TYPE
field_176498_a, SNOWY
field_176501_a, AGE
field_176504_a, VARIANT
field_176505_b, DAMAGE
field_176506_a, FACING
field_176507_b, EYE
field_176508_a, FACING
field_176519_b, OPEN
field_176520_a, FACING
field_176521_M, HINGE
field_176522_N, POWERED
field_176523_O, HALF
field_176525_b, EAST
field_176526_a, NORTH
field_176527_M, SOUTH
field_176528_N, WEST
field_176531_a, MOISTURE
field_176539_Q, WEST
field_176541_P, SOUTH
field_176542_R, UPPER
field_176543_a, AGE
field_176545_N, NORTH
field_176546_O, EAST
field_176547_a, COLOR
field_176550_a, AXIS
field_176554_a, HALF
field_176555_b, SEAMLESS
field_176556_M, VARIANT
field_176557_b, VARIANT
field_176558_b, SEAMLESS
field_176559_M, VARIANT
field_176565_b, SHAPE
field_176568_b, SHAPE
field_176569_M, POWERED
field_176573_b, SHAPE
field_176574_M, POWERED
field_176579_a, POWER
field_176580_a, POWERED
field_176581_a, COLOR
field_176584_b, POWERED
field_176587_a, AGE
field_176589_a, BITES
field_176591_a, LEVEL
field_176596_a, FACING
field_176599_b, ITEM
field_176600_a, BLOCK
field_176605_b, interpolatedFrameData
field_176615_f, meta
field_176616_g, name
field_176618_e, META_LOOKUP
field_176622_h, translationKey
field_176635_l, translationKey
field_176637_j, meta
field_176638_k, name
field_176640_i, META_LOOKUP
field_176653_j, name
field_176654_k, translationKey
field_176655_h, META_LOOKUP
field_176656_i, meta
field_176661_f, translationKey
field_176663_d, meta
field_176664_e, name
field_176666_c, META_LOOKUP
field_176671_c, name
field_176677_f, name
field_176678_g, translationKey
field_176679_d, META_LOOKUP
field_176680_e, metadata
field_176690_f, mapColor
field_176691_g, translationKey
field_176692_d, meta
field_176693_e, name
field_176695_c, META_LOOKUP
field_176699_f, name
field_176709_c, name
field_176714_c, VARIANT
field_176723_f, plane
field_176725_d, NAME_LOOKUP
field_176726_e, name
field_176748_g, index
field_176754_o, HORIZONTALS
field_176755_l, axisDirection
field_176756_m, directionVec
field_176757_j, name
field_176758_k, axis
field_176759_h, opposite
field_176760_i, horizontalIndex
field_176761_p, NAME_LOOKUP
field_176785_v, translationKey
field_176786_u, name
field_176787_t, dyeDamage
field_176788_s, meta
field_176789_r, DYE_DMG_LOOKUP
field_176790_q, META_LOOKUP
field_176793_x, chatColor
field_176797_f, META_LOOKUP
field_176798_g, meta
field_176805_h, serializedName
field_176806_i, translationKey
field_176811_f, name
field_176812_g, translationKey
field_176813_d, META_LOOKUP
field_176814_e, meta
field_176820_d, name
field_176829_f, name
field_176830_g, translationKey
field_176831_d, META_LOOKUP
field_176832_e, meta
field_176842_g, META_LOOKUP
field_176848_j, translationKey
field_176850_h, meta
field_176851_i, name
field_176864_l, facing
field_176866_j, meta
field_176867_k, name
field_176869_i, META_LOOKUP
field_176874_e, name
field_176885_g, META_LOOKUP
field_176891_j, translationKey
field_176893_h, meta
field_176894_i, name
field_176905_n, META_LOOKUP
field_176906_o, meta
field_176914_p, name
field_176919_d, name
field_176921_b, META_LOOKUP
field_176922_c, meta
field_176928_f, name
field_176929_g, translationKey
field_176930_d, METADATA_LOOKUP
field_176931_e, metadata
field_176941_g, META_LOOKUP
field_176947_j, translationKey
field_176949_h, meta
field_176950_i, name
field_176976_n, name
field_176977_o, translationKey
field_176978_l, blockType
field_176979_m, meta
field_176981_k, TYPES_FOR_BLOCK
field_176988_c, name
field_177006_w, name
field_177027_l, meta
field_177028_m, name
field_177030_k, META_LOOKUP
field_177036_c, name
field_177041_c, name
field_177046_f, name
field_177048_d, META_LOOKUP
field_177049_e, meta
field_177072_f, itemFrameModel
field_177073_g, mapModel
field_177074_h, itemRenderer
field_177079_e, random
field_177080_a, itemRenderer
field_177083_e, itemRenderer
field_177084_a, item
field_177095_g, brightnessBuffer
field_177096_e, TEXTURE_BRIGHTNESS
field_177097_h, layerRenderers
field_177103_a, TEXTURE_ARMOR_STAND
field_177108_a, ENDERMITE_TEXTURES
field_177114_e, GUARDIAN_TEXTURE
field_177116_j, GUARDIAN_ELDER_TEXTURE
field_177117_k, GUARDIAN_BEAM_TEXTURE
field_177118_j, DEFAULT_RES_LOC
field_177120_j, ZOMBIE_PIGMAN_TEXTURE
field_177126_e, WHITE
field_177127_a, BROWN
field_177128_n, TOAST
field_177129_o, CAERBANNOG
field_177130_l, SALT
field_177131_m, WHITE_SPLOTCHED
field_177132_j, BLACK
field_177133_k, GOLD
field_177140_a, smallArms
field_177144_a, witchRenderer
field_177146_b, wolfRenderer
field_177147_a, WOLF_COLLAR
field_177149_b, spiderRenderer
field_177150_a, SPIDER_EYES
field_177152_a, snowManRenderer
field_177154_a, ironGolemRenderer
field_177156_b, pigRenderer
field_177157_c, pigModel
field_177158_a, TEXTURE
field_177160_b, slimeModel
field_177161_a, slimeRenderer
field_177163_b, sheepRenderer
field_177164_c, sheepModel
field_177165_a, TEXTURE
field_177167_a, playerRenderer
field_177168_a, renderer
field_177170_b, creeperRenderer
field_177171_c, creeperModel
field_177172_a, LIGHTNING_TEXTURE
field_177174_a, endermanRenderer
field_177184_f, colorR
field_177185_g, colorG
field_177186_d, modelArmor
field_177187_e, alpha
field_177188_b, ENCHANTED_ITEM_GLINT_RES
field_177189_c, modelLeggings
field_177190_a, renderer
field_177191_j, ARMOR_TEXTURE_RES_MAP
field_177192_h, colorB
field_177193_i, skipRenderGlint
field_177202_b, endermanRenderer
field_177203_a, RES_ENDERMAN_EYES
field_177205_a, mooshroomRenderer
field_177206_a, livingEntityRenderer
field_177208_a, playerRenderer
field_177209_a, modelRenderer
field_177211_b, dragonRenderer
field_177212_a, TEXTURE
field_177215_b, witherRenderer
field_177216_c, witherModel
field_177217_a, WITHER_ARMOR
field_177220_e, interpolate
field_177233_b, MAP_ENTRY_TO_STRING
field_177234_a, COMMA_JOINER
field_177237_b, properties
field_177238_c, propertyValueTable
field_177239_a, block
field_177242_b, resourcePackName
field_177246_b, LOGGER
field_177256_f, toDestroy
field_177257_d, moveDirection
field_177258_e, toMove
field_177259_b, pistonPos
field_177260_c, blockToMove
field_177261_a, world
field_177265_b, height
field_177266_a, colors
field_177320_c, LOGGER
field_177321_h, lock
field_177322_i, downloadingPacks
field_177328_b, message
field_177329_c, isClosed
field_177330_a, inputStream
field_177336_b, TEXTURE_ALEX
field_177337_a, TEXTURE_STEVE
field_177351_f, uvOffsetsById
field_177352_g, normalElementOffset
field_177353_d, vertexSize
field_177354_e, colorElementOffset
field_177355_b, elements
field_177356_c, offsets
field_177357_a, LOGGER
field_177363_b, vertexFormat
field_177364_c, count
field_177365_a, glBufferId
field_177377_d, index
field_177378_e, elementCount
field_177379_b, type
field_177380_c, usage
field_177381_a, LOGGER
field_177392_h, displayName
field_177405_j, glConstant
field_177407_h, size
field_177408_i, displayName
field_177447_w, tileEntityPosQueue
field_177454_f, uuidToPlayerMap
field_177462_b, GRID_WIDTH
field_177463_c, world
field_177464_a, ALL_VALID_STATES
field_177465_A, redMushroomFeature
field_177467_w, quartzGen
field_177468_v, hellPortalGen
field_177469_u, lightGemGen
field_177470_t, fireFeature
field_177471_z, brownMushroomFeature
field_177472_y, hellSpringGen
field_177473_x, lavaTrapGen
field_177488_d, data
field_177511_d, tileEntity
field_177512_e, tileEntityInitialized
field_177513_b, pos
field_177514_c, state
field_177515_a, world
field_177519_c, variant
field_177542_u, quartersY
field_177543_t, quartersX
field_177544_s, matrix
field_177545_r, combinedXY
field_177546_q, MAP_ROTATIONS
field_177557_a, cameraTransforms
field_177558_f, cameraTransforms
field_177559_d, gui3d
field_177560_e, texture
field_177561_b, faceQuads
field_177562_c, ambientOcclusion
field_177563_a, generalQuads
field_177565_b, models
field_177566_c, baseModel
field_177567_a, totalWeight
field_177598_f, resourceManager
field_177599_g, sprites
field_177600_d, BUILT_IN_MODELS
field_177601_e, JOINER
field_177602_b, LOCATIONS_BUILTIN_TEXTURES
field_177603_c, LOGGER
